filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
437_93_m1540,15540624,15540624,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1554,autograph,secretary,informationunavailable,informationunavailable,16,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,257",NRSSP23,GordonCAlexander5540624,male,royal,Aberdeenshire,unspecified,Inchaffray,255,acopyintheCSCarchive,1554June24,NA
6_6_f1540,15481228,15481228,"MarionHaliburton,LadyHome","MaryofLorraine,QueenDowager",South-East,1548,autograph,secretary,informationunavailable,informationunavailable,118,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,193",NRSSP23,HaliburtonHMarion5481228,female,royal,Borders,unspecified,Edinburgh,255,acopyintheCSCarchive,1548December28,NA
661_25_m1600,16250213,16250213,"JohnErskine,19th2ndEarlofMar","GeorgeGordon,1stMarquisofHuntly",South-East,1625,autograph,non-secretary,informationunavailable,informationunavailable,756,informationunavailable,NRSGD12415603,19Mar6250213,male,male,Stirlingshire,unspecified,Stirling,255,acopyintheCSCarchive,1625February13,NA
91_73_f1600,16151011,16151011,"AnnaLivingston,CountessofEglinton","AlexanderMontgomery(Seton),6thEarlofEglinton,herhusband",South-East,1615,autograph,italic,informationunavailable,informationunavailable,168,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,46",NRSGD35116,LivingstonEAnna6151011,female,male,Lothian,unspecified,Seton,255,acopyintheCSCarchive,1615October11,NA
1395_29_m1700,17010812,17010812,"JamesGraham,4thMarquisofMontrose,1stDukeofMontrose","GeorgeGordon,1stDukeofGordon,4thMarquisofHuntly",South-East,1701,autograph,non-secretary,informationunavailable,informationunavailable,1752,informationunavailable,NLSDep313530,1DMontrose7010812,male,male,Stirlingshire,unspecified,Kinross,254,acopyintheCSCarchive,1701August12,NA
192_53_f1650,16870221,16870221,JeanGordon,RobertGordonofGordonstoun,North,1687,autograph,non-secretary,informationunavailable,informationunavailable,1143,informationunavailable,"NLSDep17570,Bundle3",GordonJean6870221,female,male,Sutherland,unspecified,GordonCastle,254,acopyintheCSCarchive,1687February21,NA
267_128_f1650,16791212,16791212,"AnnaScott,DuchessofBuccleuchandMonmouth","GeorgeMelville,1stEarlofMelville",South-East,1679,autograph,non-secretary,informationunavailable,informationunavailable,1103,"previouslyeditedbySirWilliamFraserinTheScottsofBuccleuch,vol.2,306",NRSGD26133592,ScottBMAnna6791212,female,male,Fife,unspecified,London,254,transcribedinsitu,1679December12,NA
1397_31_m1700,17190803,17190803,"JamesGraham,4thMarquisofMontrose,1stDukeofMontrose","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",South-East,1719,autograph,non-secretary,informationunavailable,informationunavailable,1754,informationunavailable,NLSDep313532,1DMontrose7190803,male,male,Stirlingshire,unspecified,Hannover,253,acopyintheCSCarchive,1719August3,NA
1444_78_m1700,17130723,17130723,ThomasCalder,unspecified,North,1713,autograph,non-secretary,informationunavailable,informationunavailable,1853,informationunavailable,NLSDep313572,CalderThomas7130723,male,unspecified,Moray,unspecified,Findhorn,253,acopyintheCSCarchive,1713July23,NA
284_145_f1650,16961229,16961229,"MargaretWemyss,CountessofWemyss",unspecified,South-East,1696,autograph,italic,informationunavailable,informationunavailable,525,informationunavailable,NRSGD26134015,WemyssMargaret6961229,female,unspecified,Fife,unspecified,unspecified,253,transcribedinsitu,1696December29,NA
301_10_f1700,17110308,17110308,"JeanSutherland,wifeofJamesLordMaitland,probably","KatherineMorison,LadyStrathnaver",North,1711,autograph,non-secretary,informationunavailable,informationunavailable,1224,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,200","NLSDep313529,Box1,Bundle3",GordonMJean7110308,female,female,Sutherland,unspecified,Abby,253,acopyintheCSCarchive,1711March8,NA
94_76_f1600,16160101,16160131,"AnnaLivingston,CountessofEglinton",JohnMurrayofLochmaben,South-East,1616,autograph,italic,informationunavailable,informationunavailable,172,informationunavailable,"NLSAdvMS33.1.1,vol.7",LivingstonEAnna6160100,female,male,Lothian,unspecified,Seton,253,acopyintheCSCarchive,1616January,NA
1512_22_r1540,15431102,15431102,"JamesStewart,1stEarlofMoray,RegentofScotland","MaryofLorraine,QueenDowager",Unspecified,1543,autograph,secretary,informationunavailable,informationunavailable,22,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,34",NRSSP21,RegentMoray5431102,male,royal,Unspecified,Court,Dingwall,252,transcribedinsitu,1543November2,NA
409_65_m1540,15490101,15500131,HewCampbellofLoudoun,"MaryofLorraine,QueenDowager",South-West,1549,autograph,secretary,informationunavailable,informationunavailable,58,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,225",NRSSP23,CampbellLHew5490100,male,royal,Ayrshire,unspecified,Loudoun,252,acopyintheCSCarchive,154950January,NA
41_23_f1600,16150507,16150507,"JeanDrummond,CountessofRoxburgh","RobertKer,1stEarlofRoxburgh,herhusband",Central,1615,informationunavailable,informationunavailable,informationunavailable,informationunavailable,153,informationunavailable,"NLSAdvMS33.1.1,vol.6",DrummondRJean6150507,female,male,Perthshire,unspecified,unspecified,252,transcribedinsitu,1615May7,NA
109_91_f1600,16200519,16200519,"MargaretMontgomery,CountessDowagerofWinton","AnnaLivingston,CountessofEglinton",South-East,1620,autograph,signature,non-autograph,secretary,197,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,72",NRSGD35155,MontgomeryWMargaret6200519,female,female,Lothian,unspecified,Seton,251,transcribedinsitu,1620May19,NA
1241_136_m1650,16951223,16951223,JohnCampbellofMamore,PatrickCampbellofBarcaldine,South-West,1695,autograph,non-secretary,informationunavailable,informationunavailable,1636,informationunavailable,NRSGD1706321,CampbellMJohn6951223,male,male,Argyllshire,unspecified,Inveraray,251,acopyintheCSCarchive,1695December23,NA
282_143_f1650,16500820,16500820,"AnnaWemyss,CountessofLeven","DavidMelville,laterLeslie,3rdEarlofLeven,herhusband",South-East,1650,autograph,non-secretary,informationunavailable,informationunavailable,1175,informationunavailable,NRSGD26134184,WemyssLAnna6500820,female,male,Fife,unspecified,Edinburgh,251,transcribedinsitu,1650August20,NA
359_15_m1540,15510305,15520305,"GilbertKennedy,3rdEarlofCassillis","MaryofLorraine,QueenDowager",South-West,1551,autograph,secretary,informationunavailable,informationunavailable,59,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,241",NRSSP23,3Cassillis5510305,male,royal,Ayrshire,unspecified,Ayr,251,transcribedinsitu,15512March5,NA
660_24_m1600,16230329,16230329,"JohnErskine,19th2ndEarlofMar","JamesHamilton,2ndMarquisofHamilton",South-East,1623,autograph,non-secretary,informationunavailable,informationunavailable,755,informationunavailable,NRSGD1241555,19Mar6230329,male,male,Stirlingshire,unspecified,Edinburgh,251,acopyintheCSCarchive,1623March29,NA
777_141_m1600,16271004,16271004,"JohnErskine,later20th3rdEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1627,autograph,non-secretary,informationunavailable,informationunavailable,774,informationunavailable,NLSMS7969,20Mar6271004,male,male,Stirlingshire,unspecified,HamptonCourt,251,acopyintheCSCarchive,1627October4,NA
1107_2_m1650,16500122,16500122,"ArchibaldDouglas,12thEarlofAngus",JohnOgilvyofInverquharity,South-East,1650,autograph,non-secretary,informationunavailable,informationunavailable,1592,"previouslyeditedbySirWilliamFraserintheDouglasBook,vol.4,262",NRSGD205131,12Angus6500122,male,male,Lothian,unspecified,Tantallon,250,acopyintheCSCarchive,1650January22,NA
743_107_m1600,16271002,16271002,"JohnCampbell,1stEarlofLoudoun","WilliamDouglas,7thEarlofMorton",South-West,1627,autograph,secretary,informationunavailable,informationunavailable,491,informationunavailable,NLSMS8029,1Loudoun6271002,male,male,Ayrshire,unspecified,Loudoun,250,acopyintheCSCarchive,1627October2,NA
1475_109_m1700,17111004,17111004,"AlexanderRoss,Solicitor",unspecified,Unspecified,1711,autograph,non-secretary,informationunavailable,informationunavailable,1844,informationunavailable,NLSDep313572,RossAlexander7111004,male,unspecified,Unspecified,Professional,Inverness,248,acopyintheCSCarchive,1711October4,NA
1491_1_r1540,15720704,15720704.1,"JamesVIandJohnErskine,18th1stEarlofMar,RegentofScotland",theArchbishopofGlasgow,Unspecified,1572,autograph,signature,non-autograph,secretary,1017,informationunavailable,NRSGD22021195,18MarRegent5720704,male,male,Unspecified,Court,Glasgow,248,acopyintheCSCarchive,1572July4,NA
746_110_m1600,16420113,16420113,"HughCampbell,1stEarlofLoudoun","AlexanderMontgomery(Seton),6thEarlofEglinton",South-West,1642,autograph,signature,non-autograph,secretary,1355,"previouslyeditedbySirWilliamFraserinthetheMemorialsoftheMontgomeries,vol.1,125",NRSGD35274,1Loudoun6420113,male,male,Ayrshire,unspecified,Loudoun,248,acopyintheCSCarchive,1642January13,NA
364_20_m1540,15430621,15430621,"NinianRoss,3rdLordRoss","MaryofLorraine,QueenDowager",South-West,1543,autograph,secretary,informationunavailable,informationunavailable,125,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,11",NRSSP21,3LRoss5430621,male,royal,Ayrshire,unspecified,Halkhead,247,transcribedinsitu,1543June21,NA
368_24_m1540,15440723,15440723,"WilliamCunningham,4thEarlofGlencairn","MaryofLorraine,QueenDowager",South-West,1544,autograph,secretary,informationunavailable,informationunavailable,75,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,76",NRSSP21,4Glencairn5440723,male,royal,Ayrshire,unspecified,Dumbarton,247,transcribedinsitu,1544July23,NA
769_133_m1600,16460421,16460422,"JamesGraham,1stMarquisofMontrose",theEarlofGrant,North-East,1646,autograph,signatureandinsertion,non-autograph,secretary,1428,informationunavailable,NLSMS210,1MMontrose6460422,male,male,Angus,unspecified,CastleStewart,247,acopyintheCSCarchive,1646April21and22,NA
1177_72_m1650,16640525,16640525,"RobertArbuthnott,2ndViscountofArbuthnott",SirLudovickGordonofGordonstoun,North-East,1664,autograph,non-secretary,informationunavailable,informationunavailable,1576,informationunavailable,"NLSDep17568,Bundle2",2VArbuthnott6640525,male,male,Angus,unspecified,Arbuthnot,246,acopyintheCSCarchive,1664May25,NA
428_84_m1540,15480421,15480421,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1548,autograph,secretary,informationunavailable,informationunavailable,5,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,161",NRSSP22,GordonCAlexander5480421,male,royal,Aberdeenshire,unspecified,Edinburgh,246,copyintheCSCarchive,1548April21,NA
142_3_f1650,16551215,16551215,"KatherineAbington,CountessofCarnwath",JohnHayofHaystoun,Unlocalised,1655,autograph,non-secretary,informationunavailable,informationunavailable,1112,informationunavailable,NRSGD34721,AbingtonCKatherine6551215,female,male,unlocalised,unspecified,Allies,245,acopyintheCSCarchive,1655December15,NA
1429_63_m1700,17160827,17160827,"RobertRollo,4thLordRollo","JohnGordon,15thEarlofSutherland",Central,1716,autograph,non-secretary,informationunavailable,informationunavailable,1766,informationunavailable,NLSDep313532,4LRollo7160827,male,male,Perthshire,unspecified,Edinburgh,245,acopyintheCSCarchive,1716August27,NA
241_102_f1650,16880408,16880408,"IsobelMackenzie,CountessofSeaforth","JamesSutherland,2ndLordDuffus,herson-in-law",North,1688,autograph,italic,informationunavailable,informationunavailable,811,informationunavailable,"NLSDep17570,Bundle3",MackenzieSIsobel6880408,female,male,Ross,unspecified,unspecified,245,acopyintheCSCarchive,1688April8,NA
388_44_m1540,15850824,15850824,"WilliamDouglasofLochleven,6thEarlofMorton",unspecified,Central,1585,autograph,signatureandinsertion,non-autograph,secretary,1315,informationunavailable,NLSMS784,6Morton5850824,male,unspecified,Perthshire,unspecified,LaRochelle,245,acopyintheCSCarchive,1585August24,NA
251_112_f1650,16900101,16901231,"MargaretMackenzie,CountessofWemyss","AnnaWemyss,CountessofLeven,herdaughter",South-East,1690,autograph,non-secretary,informationunavailable,informationunavailable,1177,informationunavailable,NRSGD261340138,MackenzieWMargaret6900000II,female,female,Fife,unspecified,unspecified,244,transcribedinsitu,1690,NA
423_79_m1540,15440806,15440806,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1544,autograph,secretary,informationunavailable,informationunavailable,2,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,80",NRSSP21,GordonCAlexander5440806,male,royal,Aberdeenshire,unspecified,StAndrews,243,transcribedinsitu,1544August6,NA
298_7_f1700,17080116,17080116,SusannaCampbell,"JohnCampbellofGlenorchy,1stEarlofBreadalbane,herhalf-brother",South-West,1708,autograph,non-secretary,informationunavailable,informationunavailable,1272,informationunavailable,NRSGD170703,CampbellSusanna7080116,female,male,Argyllshire,unspecified,Ardchattan,242,acopyintheCSCarchive,1708January16,NA
338_47_f1700,17010809,17010809,"AnnaScott,DuchessofBuccleuchandMonmouth","DavidMelville,laterLeslie,3rdEarlofLeven",South-East,1701,autograph,non-secretary,informationunavailable,informationunavailable,1261,"previouslyeditedbySirWilliamFraserinTheScottsofBuccleuch,vol.2,316",NRSGD261335933,ScottBMAnna7010809,female,male,Fife,unspecified,London,242,transcribedinsitu,1701August9,NA
35_17_f1600,16480525,16480525,"EuphemiaDouglas,MistressofGlamis","WilliamDouglas,6thEarlofMorton,herfather",South-East,1648,autograph,italic,informationunavailable,informationunavailable,587,informationunavailable,NLSMS7814,DouglasGEuphemia6480525,female,male,Borders,unspecified,Edinburgh,242,acopyintheCSCarchive,1648May25,NA
1495_5_r1540,15940911,15940911,KingJamesVI,"JohnErskine,19th2ndEarlofMar",Unspecified,1594,autograph,italic,informationunavailable,informationunavailable,1008,informationunavailable,NRSGD1241065,JamesVI5940911,male,male,Unspecified,Court,Edinburgh,241,acopyintheCSCarchive,1594September11,NA
313_22_f1700,17011207,17011207,"FrancisHerbert,CountessDowagerofSeaforth",unspecified,North,1701,autograph,non-secretary,informationunavailable,informationunavailable,1236,informationunavailable,informationunavailable,HerbertSFrancis7011207,female,unspecified,Ross,unspecified,Mouchale,241,acopyintheCSCarchive,1701December7,NA
77_59_f1600,16000525,16000525,"AgnesKeith,CountessofMorton","WilliamDouglas,7thEarlofMorton,herhusband",North-East,1600,autograph,italic,informationunavailable,informationunavailable,635,informationunavailable,NLSMS7827,KeithMAgnes6000525,female,male,Aberdeenshire,unspecified,Dalkeith,241,acopyintheCSCarchive,1600May25,NA
222_83_f1650,16981109,16981109,"ChristianLeslie,MarchionessofMontrose","AnnaWemyss,CountessofLeven",South-East,1698,autograph,italic,informationunavailable,informationunavailable,511,informationunavailable,NRSGD26134325,LeslieMChristian6981109,female,female,Fife,unspecified,Kinross,240,acopyintheCSCarchive,1698November9,NA
465_121_m1540,15460314,15470314,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1546,autograph,secretary,informationunavailable,informationunavailable,36,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,128",NRSSP22,OtterburnARAdam5460314,male,royal,Lothian,unspecified,London,240,transcribedinsitu,15467March14,NA
129_111_f1600,16391118,16391118,"MarieStewart,CountessofMar","CharlesErskine,herson",South-East,1639,autograph,italic,informationunavailable,informationunavailable,454,informationunavailable,NLSMS507049,StewartMMarie6391118,female,male,Stirlingshire,unspecified,unspecified,239,acopyintheCSCarchive,1639November18,NA
210_71_f1650,16701217,16701217,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1670,autograph,non-secretary,informationunavailable,informationunavailable,709,informationunavailable,NRSGD248556443,HamiltonHAnne6701217,female,female,Lanarkshire,unspecified,Beill,239,acopyintheCSCarchive,1670December17,NA
7_7_f1540,15490328,15490328,"MarionHaliburton,LadyHome","MaryofLorraine,QueenDowager",South-East,1549,autograph,secretary,informationunavailable,informationunavailable,121,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,206",NRSSP23,HaliburtonHMarion5490328,female,royal,Borders,unspecified,Home,239,acopyintheCSCarchive,1549March28,NA
1386_20_m1700,17160229,17160229,"JohnMurray,2ndMarquisofAtholl,1stDukeofAtholl","JamesDrummond,2ndofBlairDrummond",Central,1716,autograph,signature,non-autograph,non-secretary,1750,informationunavailable,NRSGD243265,1DAtholl7160229,male,male,Perthshire,unspecified,Huntingtower,238,acopyintheCSCarchive,1716February29,NA
152_13_f1650,16660112,16660112,MargaretDavidson,WilliamLivingston,Unlocalised,1666,autograph,secretary,informationunavailable,informationunavailable,1114,informationunavailable,NRSGD1093824,DavidsonMargaret6660112,female,male,unlocalised,unspecified,Mayboll,237,acopyintheCSCarchive,1666January12,NA
55_37_f1600,16230525,16230525,"JaneGordon,CountessofSutherland","RobertGordonofGordonstoun,herson",North-East,1623,autograph,non-secretary,informationunavailable,informationunavailable,1042,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,147",NLSDep313,GordonBSJane6230525,female,male,Aberdeenshire,unspecified,Dunrobin,237,acopyintheCSCarchive,1623May25,NA
684_48_m1600,16000525,16000525,"JamesHamilton,1stDukeofHamilton","WilliamDouglas,7thEarlofMorton",Central,1600,autograph,non-secretary,informationunavailable,informationunavailable,712,informationunavailable,NLSMS7987(86),1DHamilton6000525,male,male,Lanarkshire,unspecified,York,237,acopyintheCSCarchive,1600May25,NA
1436_70_m1700,17020311,17020311,"WilliamKeith,9thEarlofMarischal",unspecified,North-East,1702,autograph,non-secretary,informationunavailable,informationunavailable,545,informationunavailable,NRSGD26134472,9Marischal7020311,male,unspecified,Aberdeenshire,unspecified,Aberdeen,236,acopyintheCSCarchive,1702March11,NA
351_7_m1540,15480508,15480508,"HenryStewart,1stLordMethven","MaryofLorraine,QueenDowager",Central,1548,autograph,secretary,informationunavailable,informationunavailable,99,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,166",NRSSP22,1LMethven5480508,male,royal,Perthshire,unspecified,Methven,236,acopyintheCSCarchive,1548May8,NA
362_18_m1540,15840207,15840207,"HughMontgomery,3rdEarlofEglinton",Mr.JohnMcCalzeane,South-West,1584,non-autograph,secretary,informationunavailable,informationunavailable,1300,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,19",NRSGD3519,3Eglinton5840207,male,male,Ayrshire,unspecified,Irving,236,acopyintheCSCarchive,1584February7,NA
201_62_f1650,16510313,16510313,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1651,autograph,non-secretary,informationunavailable,informationunavailable,700,informationunavailable,NRSGD248556120,HamiltonHAnne6510313,female,female,Lanarkshire,unspecified,unspecified,235,acopyintheCSCarchive,1651March13,NA
446_102_m1540,15450214,15460214,"JohnHay,postulateofSodor","MaryofLorraine,QueenDowager",Unspecified,1545,autograph,secretary,informationunavailable,informationunavailable,94,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,117",NRSSP22,HayJohn5450214,male,royal,Unspecified,Professional,Dieppe,235,acopyintheCSCarchive,15456February14,NA
58_40_f1600,16360618,16360618,MargaretHamilton,RobertGordonofGordonstoun,Unlocalised,1636,autograph,italic,informationunavailable,informationunavailable,1045,informationunavailable,"NLSDep17565,Bundle3",HamiltonMargaret6360618,female,male,unlocalised,unspecified,London,235,acopyintheCSCarchive,1636June18,NA
84_66_f1600,16470101,16471231,"ElizabethKerofCessford,LadyBellenden","MargaretScott,CountessofEglinton",South-East,1647,autograph,italic,informationunavailable,informationunavailable,596,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,123",NRSGD35410,KerCElizabeth6470000,female,female,Borders,unspecified,unspecified,235,transcribedinsitu,1647,NA
236_97_f1650,16701223,16701223,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1670,autograph,non-secretary,informationunavailable,informationunavailable,741,informationunavailable,NRSGD248556445,LindsayRAnna6701223,female,female,Lanarkshire,unspecified,unspecified,234,acopyintheCSCarchive,1670December23,NA
1513_23_r1540,15431105,15431105,"JamesStewart,1stEarlofMoray,RegentofScotland","MaryofLorraine,QueenDowager",Unspecified,1543,autograph,secretary,informationunavailable,informationunavailable,23,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,39",NRSSP21,RegentMoray5431105,male,royal,Unspecified,Court,Edinburgh,233,acopyintheCSCarchive,1543November5,NA
187_48_f1650,16860613,16860613,JeanGordon,RobertGordonofGordonstoun,North,1686,autograph,non-secretary,informationunavailable,informationunavailable,1138,informationunavailable,"NLSDep17570,Bundle2",GordonJean6860613,female,male,Sutherland,unspecified,GordonCastle,233,acopyintheCSCarchive,1686June13,NA
24_6_f1600,16000101,16001231,"AnneCunningham,MarchionessofHamilton","WilliamDouglas,6thEarlofMorton",Central,1600,autograph,italic,informationunavailable,informationunavailable,730,informationunavailable,NLSMS7994,CunninghamHAnne6000000II,female,male,Lanarkshire,unspecified,unspecified,233,acopyintheCSCarchive,1600,NA
380_36_m1540,15470502,15470502,"WilliamKeith,4thEarlMarischal","MaryofLorraine,QueenDowager",South-East,1547,autograph,secretary,informationunavailable,informationunavailable,115,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,132",NRSSP22,4Marischal5470502,male,royal,Fife,unspecified,Edinburgh,233,acopyintheCSCarchive,1547May2,NA
780_144_m1600,16430113,16430113,"JohnErskine,20th3rdEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1643,autograph,non-secretary,informationunavailable,informationunavailable,778,informationunavailable,NLSMS8057,20Mar6430113,male,male,Stirlingshire,unspecified,Edinburgh,233,acopyintheCSCarchive,1643January13,NA
1147_42_m1650,16631214,16631214,"AlexanderSutherland,1stLordDuffus","GeorgeGordon,15thEarlofSutherland,LordStrathnaver",North,1663,autograph,non-secretary,informationunavailable,informationunavailable,1713,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,179",NLSDep313,1LDuffus6631214,male,male,Sutherland,unspecified,Elgin,232,acopyintheCSCarchive,1663December14,NA
117_99_f1600,16140101,16141231,"IsabellaSeton,CountessofPerth","AnnaLivingston,CountessofEglinton",South-East,1614,autograph,italic,informationunavailable,informationunavailable,186,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,38",NRSGD35107,SetonPIsabella6140000,female,female,Lothian,unspecified,unspecified,232,transcribedinsitu,1614,NA
1228_123_m1650,16931028,16931028,AlexanderBryce,unspecified,South-West,1693,autograph,non-secretary,informationunavailable,informationunavailable,1620,informationunavailable,NRSGD101421131,BryceAlexander6931028,male,unspecified,South-West,unspecified,Kirkcudbright,232,acopyintheCSCarchive,1693October28,NA
141_2_f1650,16551129,16551129,"KatherineAbington,CountessofCarnwath",JohnHayofHaystoun,Unlocalised,1655,autograph,non-secretary,informationunavailable,informationunavailable,1111,informationunavailable,NRSGD34721,AbingtonCKatherine6551129,female,male,unlocalised,unspecified,Allies,232,acopyintheCSCarchive,1655November29,NA
193_54_f1650,16870503,16870503,JeanGordon,RobertGordonofGordonstoun,North,1687,autograph,non-secretary,informationunavailable,informationunavailable,1144,informationunavailable,"NLSDep17570,Bundle3",GordonJean6870503,female,male,Sutherland,unspecified,Edinburgh,232,acopyintheCSCarchive,1687May3,NA
206_67_f1650,16641102,16641102,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1664,autograph,non-secretary,informationunavailable,informationunavailable,705,informationunavailable,NRSGD248556219,HamiltonHAnne6641102,female,female,Lanarkshire,unspecified,Hamilton,232,acopyintheCSCarchive,1664November2,NA
738_102_m1600,16451128,16451128,"AlexanderLeslie,1stEarlofLeven,LordBalgonie","AlexanderMontgomery(Seton),6thEarlofEglinton",South-East,1645,autograph,signature,non-autograph,secretary,866,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,162",NRSGD35367,1Leven6451128,male,male,Fife,unspecified,Greatmoscome,232,acopyintheCSCarchive,1645November28,NA
1236_131_m1650,16660929,16660929,"AlexanderBurnet,ArchbishopofGlasgow","HughMontgomery,7thEarlofEglinton",Unspecified,1666,autograph,non-secretary,informationunavailable,informationunavailable,1628,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,226",NRSGD35671,BurnetAlexander6660929,male,male,Unspecified,Professional,Glasgow,231,acopyintheCSCarchive,1666September29,NA
1455_89_m1700,17360508,17360508,HewCrawford,"JohnCrawford,Advocate",South-West,1736,autograph,non-secretary,informationunavailable,informationunavailable,1799,informationunavailable,NRSGD2055,CrawfordAHew7360508,male,male,Ayrshire,unspecified,Edinburgh,231,transcribedinsitu,1736May8,NA
676_40_m1600,16331004,16331004,"WalterScott,1stEarlofBuccleuch","MargaretScott,CountessofEglinton,hissister",South-East,1633,autograph,non-secretary,informationunavailable,informationunavailable,401,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,92",NRSGD35201,1Buccleuch6331004,male,female,Borders,unspecified,unspecified,231,acopyintheCSCarchive,1633October4,NA
760_124_m1600,16380724,16380724,"DonaldMackay,1stLordReay",RobertGordonofGordonstoun,North,1638,autograph,secretary,informationunavailable,informationunavailable,1490,informationunavailable,"NLSDep17566,Bundle1",1LReay6380724,male,male,Sutherland,unspecified,unspecified,231,acopyintheCSCarchive,1638July24,NA
1151_46_m1650,16851126,16851126,"PatrickHume,1stEarlofMarchmont","GrizelKer,CountessofMarchmont,hiswife",South-East,1685,autograph,non-secretary,informationunavailable,informationunavailable,1692,informationunavailable,NRSGD15810192,1Marchmont6851126,male,female,Borders,unspecified,Bordeaux,230,acopyintheCSCarchive,1685November26,NA
157_18_f1650,16840303,16840303,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1684,autograph,non-secretary,informationunavailable,informationunavailable,1117,informationunavailable,NRSGD15810153,DouglasMarie6840303,female,male,Borders,unspecified,Huttonhall,230,acopyintheCSCarchive,1684March3,NA
174_35_f1650,16590217,16590217,MargaretFarquhar,RobertFarquharofMuny,North-East,1659,autograph,non-secretary,informationunavailable,informationunavailable,615,informationunavailable,"NLSDep17567,Bundle3",FarquharMargaret6590217,female,male,Aberdeenshire,unspecified,Aberdeen,230,acopyintheCSCarchive,1659February17,NA
344_53_f1700,17310830,17310830,"FrancesStirling,LadyMontgomeryofSkelmorlie","HughMontgomery,heruncle-in-law",South-West,1731,autograph,non-secretary,informationunavailable,informationunavailable,1267,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,247",NRSGD351012,StirlingMSFrances7310830,female,male,Ayrshire,unspecified,unspecified,230,transcribedinsitu,1731August30,NA
481_137_m1540,15440504,15440504,NicolRuthven,"JamesBarclay,archeroftheScotsGuard",Unlocalised,1544,autograph,secretary,informationunavailable,informationunavailable,123,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,61",NRSSP21,RuthvenNicol5440504,male,male,unlocalised,unspecified,Dumbarton,230,acopyintheCSCarchive,1544May4,NA
734_98_m1600,16270619,16270619,"JamesGalloway,later1stLordDunkeld",unspecified,Central,1627,autograph,secretary,informationunavailable,informationunavailable,684,informationunavailable,NRSGD382134,1LDunkeld6270619,male,unspecified,Perthshire,unspecified,Dunkeld,230,acopyintheCSCarchive,1627June19,NA
1206_101_m1650,16640329,16640329,"HughMontgomery,7thEarlofEglinton","AnneMontgomery,CountessofFindlater,hisdaughter",South-West,1664,autograph,secretary,informationunavailable,informationunavailable,552,informationunavailable,NRSGD248556217,7Eglinton6640329,male,female,Ayrshire,unspecified,Eglinton,229,acopyintheCSCarchive,1664March29,NA
